62 -8.5 1447 62 -8.5 1553 -10 -8.5 1447 -70 -8.5 1447 -10 -8.5 1553 -70 -8.5 1553 
61.9999983238657 -8.50047967681954 1446.99999903241 61.9999981743795 -8.50048766340757 1552.99999903241 -9.99997200001867 -8.50043198766833 1447.00000006563 -69.9999719998883 -8.50055707050081 1446.99999998102 -9.9999721287762 -8.50043191378649 1553.00000006563 -69.9999721286456 -8.50055707953744 1552.99999998102 
61.9999932954515 -8.50191870724644 1446.9999961296 61.9999926975556 -8.50195065358983 1552.9999961296 -9.99988800086735 -8.50172795033074 1447.00000026253 -69.9998879987813 -8.5022282816674 1446.9999999241 -9.99988851586518 -8.50172765481633 1553.00000026253 -69.9998885137763 -8.50222831780536 1552.9999999241 
61.9999849147511 -8.50431709123549 1446.99999129156 61.9999835696207 -8.50438897048654 1552.99999129153 -9.99974800489829 -8.50388788703201 1447.00000059071 -69.9997479943374 -8.50501363257031 1446.99999982928 -9.99974916356371 -8.50388722215679 1553.00000059071 -69.9997491529888 -8.5050137138589 1552.99999982928 
61.9999731817894 -8.5076748287015 1446.99998451825 61.9999707907015 -8.50780261400076 1552.99998451817 -9.99955201600246 -8.50691179620748 1447.00000105016 -69.9995519826249 -8.50891312167566 1446.9999996966 -9.99955407572468 -8.50691061425927 1553.00000105016 -69.9995540423029 -8.50891326615195 1552.9999996966 
61.9999580966224 -8.51199191951961 1446.99997580966 61.9999543609595 -8.51219158399842 1552.99997580948 -9.99930003961034 -8.51079967568295 1447.00000164089 -69.9992999581222 -8.51392674684527 1446.99999952609 -9.99930325775626 -8.51079782895962 1553.00000164089 -69.9993031761601 -8.51392697253681 1552.99999952609 
61.9999396593354 -8.51726836352565 1446.99996516582 61.9999342805927 -8.51755588030801 1552.99996516543 -9.9989920826927 -8.51555152267447 1447.00000236291 -69.9989919137189 -8.52005450533672 1446.99999931776 -9.99899671662138 -8.51554886347853 1553.00000236291 -69.9989965474235 -8.52005483026389 1552.99999931776 
61.9999178700434 -8.52350416051632 1446.99995258672 61.9999105498354 -8.52389550272034 1552.99995258599 -9.9986281537611 -8.52116733378844 1447.00000321621 -69.9986278407162 -8.52729639380346 1446.99999907163 -9.9986344608372 -8.52116371442178 1553.00000321621 -69.9986341473772 -8.52729683598141 1552.99999907163 
61.99989272889 -8.53069931024953 1446.99993807239 61.9998831689591 -8.53121045098825 1552.99993807116 -9.99820826286849 -8.52764710502148 1447.0000042008 -69.9982077288276 -8.53565240829465 1446.9999987877 -9.99821650047478 -8.52764237778065 1553.0000042008 -69.9982159657259 -8.53565298573504 1552.9999987877 
61.999864236047 -8.53885381244455 1446.99992162288 61.9998521382728 -8.53950072482639 1552.99992162091 -9.99773242160962 -8.53499083176062 1447.00000531669 -69.9977315661792 -8.54512254425513 1446.99999846597 -9.9977428471588 -8.53498484893222 1553.00000531668 -69.9977419905944 -8.54512327496769 1552.99999846597 
